Compound_ID,Protein_ID,Label
643975,P77967,1
643975,P08373,0
643975,P61432,1
643975,Q9RA47,0
643975,P16640,0
643975,P9WHH7,1
643975,P9WIQ1,0
643975,P55792,1
643975,P09788,0
643975,P19480,0
643975,Q51225,1
643975,Q94655,1
643975,Q47PU3,0
643975,P07771,1
643975,Q72JJ3,0
643975,Q9KIE5,0
643975,P14218,0
643975,P35340,1
643975,P28861,1
643975,Q9RC23,0
643975,Q15067,0
643975,P14920,0
643975,Q9UHQ9,1
643975,Q96RQ9,0
643975,Q86YB8,1
643975,P55789,0
131704256,P29475,0
5287706,P29475,0
6099,P29475,0
6099,P33402,0
124992,P00480,0
65098,P00480,0
65098,P50440,1
4679,O94760,1
4679,P51164,1
4679,P20648,0
9568614,O94760,1
9568614,P51164,1
9568614,P20648,1
9578005,O94760,1
9578005,P20648,1
9578005,P51164,0
19649,Q9UM07,0
19649,P0A7S3,1
447043,Q9UM07,1
447043,O43193,0
54675776,Q9UM07,1
54675776,P0AG59,1
54675776,P0A7U3,1
54675776,P04156,1
54675776,P0A7V3,0
54675776,P0A7W7,0
54675776,P02359,0
54675776,C9EH48,0
46937075,Q9UM07,0
2726,Q12809,1
2726,P17405,1
2726,P0DP23,0
2726,P35348,1
2726,P35368,0
2726,P25100,1
2726,Q9H3N8,1
2726,P02763,1
2726,P19652,1
2726,P14842,0
2726,P31388,1
2726,P32305,1
2726,P32304,1
2726,P61169,1
2726,P19020,0
2726,Q9UL62,1
2726,P21728,0
2726,P21918,1
2726,P08908,1
2726,P21917,0
2726,P35462,0
2726,P34969,1
2726,P50406,0
2726,P08172,1
2726,P08173,0
2726,P08912,1
2726,P11229,0
2726,P20309,1
2726,P41595,0
2726,P35367,1
2726,P14416,1
2726,P28223,0
2726,P28335,1
2726,P08913,0
2726,P18089,0
2726,P18825,1
5452,Q12809,1
5452,P35348,1
5452,P35368,0
5452,P08908,1
5452,P28335,0
5452,P31388,1
5452,P50406,0
5452,P34969,1
5452,P32305,0
5452,P21918,0
5452,P35367,1
5452,P48542,1
5452,P21728,0
5452,P28223,0
5452,P14416,1
3696,Q12809,0
3696,P35367,0
3696,P14416,0
3696,P21728,0
3696,P21918,1
3696,P11229,1
3696,P20309,1
3696,P08173,0
3696,P08912,1
3696,P08908,0
3696,P28223,0
3696,P28335,0
3696,P35348,1
3696,P35368,0
3696,P34969,1
3696,P50406,1
3696,P25100,1
3696,Q01959,1
3696,P19652,1
3696,Q9NZV8,1
3696,Q9UK17,0
3696,P48542,1
3696,P48545,0
3696,P08172,1
3696,O95259,0
3696,P23975,1
3696,P31645,0
667468,Q12809,0
667468,P35367,1
667468,P11229,1
667468,P08172,1
667468,P20309,0
667468,P08173,0
667468,P08912,0
667468,P08908,1
667468,P28223,1
667468,P23975,1
667468,P28335,1
667468,P31645,0
667468,P35348,0
667468,P35368,0
667468,P50406,1
667468,P41595,0
667468,P25100,0
667468,Q9H3N8,1
667468,P25021,0
6917698,Q12809,0
6917698,P46098,1
6917698,P28223,1
6917698,Q13639,1
3404,Q12809,0
3404,P31645,1
12560,Q12809,0
12560,O43193,0
1775,Q12809,1
1775,O75469,1
1775,Q13936,0
1775,Q01668,0
1775,Q02641,1
1775,Q13698,1
1775,O60840,1
1775,Q07699,0
1775,Q08289,0
1775,O00305,1
1775,P54284,0
1775,P14867,0
1775,P47869,1
1775,P34903,0
1775,P48169,0
1775,P31644,1
1775,Q16445,1
1775,P18505,1
1775,P47870,0
1775,P28472,1
1775,O14764,1
1775,P78334,0
1775,Q8N1C3,1
1775,P18507,1
1775,Q99928,0
1775,O00591,1
1775,Q9UN88,0
1775,O00555,0
1775,P04775,1
1775,P35499,0
1775,Q15858,1
1775,Q9Y5Y9,0
1775,Q9UI33,0
1775,P35498,0
1775,Q14524,1
1775,Q9NY46,0
1775,Q9UQD0,1
1775,Q99250,1
2179,Q12809,1
2179,P02763,0
2179,P02768,1
2179,Q02880,1
2179,P11388,0
2092,Q12809,0
2092,P35368,1
2092,P25100,1
2092,P35348,1
3957,Q12809,0
3957,Q9H2J7,0
3957,P35367,0
4893,Q12809,0
4893,P43140,1
4893,P18825,1
4893,P08913,1
4893,P18089,1
4893,P35348,0
4893,P35368,0
4893,P25100,1
3386,Q12809,1
3386,P28335,1
3386,Q15822,1
3386,P30926,0
3386,P32297,1
3386,P61024,0
3386,P14842,1
3386,P41595,1
3386,P08909,0
3386,P31388,0
3386,Q5XXA6,0
3386,P48542,1
3386,P25122,0
3386,Q7RTT9,1
3386,P31645,0
2764,Q12809,1
2764,P11388,1
2764,P43700,0
2764,P43702,1
2764,P0AES4,1
2764,P0C1U9,0
2764,B4YQT9,1
2764,P20831,1
2764,Q59192,1
2764,P05653,0
2764,C3T8E2,1
2520,Q12809,1
2520,Q00975,1
2520,O43497,1
2520,O95180,0
2520,P31645,1
2520,P35348,0
2520,P35368,0
2520,P25100,1
2520,O00555,1
2520,Q14654,1
2520,P22002,1
2520,Q9JIS7,0
2520,P08684,0
2520,P48542,0
2520,Q96RP8,0
2520,Q16322,0
2520,P22462,0
2520,Q8IZF0,0
2520,Q7RTT9,1
2520,Q9ULQ1,0
2520,Q8NHX9,0
2520,O60840,0
2520,Q13698,1
2520,Q01668,0
2520,Q13936,1
2733526,Q12809,0
2733526,O75469,1
2733526,P62508,1
2733526,Q04759,1
2733526,Q05655,1
2733526,Q02156,1
2733526,P41743,1
2733526,P05129,0
2733526,P10275,1
2733526,P04278,0
2733526,P05771,1
2733526,P17252,1
2733526,P45983,1
2733526,Q15125,0
2733526,Q05513,0
2733526,Q99527,0
2733526,P03372,1
2733526,Q92731,0
441074,Q12809,0
441074,Q14524,1
441074,P35348,0
441074,P35368,0
441074,P25100,0
441074,O00180,0
441074,Q9Y257,1
441074,Q9JIS4,1
441074,Q96T55,0
441074,O95279,0
441074,O54982,1
441074,A8MYU2,1
441074,Q5JUK3,1
441074,Q9Z258,0
441074,Q6UVM4,0
441074,O95259,1
441074,Q8NCM2,1
